max_files,elapsed_time,memory_usage
100,0.11463499069213867,552.47265625
500,0.13269996643066406,590.7421875
1000,0.17011737823486328,636.2109375
5000,7.422911643981934,988.0859375
10000,10.20746922492981,1354.703125
20000,19.08260941505432,2308.140625
50000,68.44404244422913,4951.328125
60000,98.67075848579407,5838.47265625
77016,136.132817029953,7277.19921875
