max_files,elapsed_time,memory_usage
100,0.11034703254699707,7278.91796875
500,0.0867769718170166,7278.91796875
1000,0.08922624588012695,7278.91796875
5000,0.29871416091918945,534.12109375
10000,0.10026144981384277,535.68359375
20000,0.10693955421447754,539.43359375
50000,0.13534045219421387,552.08984375
60000,0.23148822784423828,565.52734375
77016,0.2377011775970459,581.14453125
